[2020-06-25 00:00:23] documentsSave.INFO: {"ops_type":"[]","ids":"86,87"} [] []
[2020-06-25 16:07:20] generateOTP.INFO: test [] []
[2020-06-25 16:08:23] generateOTP.INFO: test [] []
[2020-06-25 16:08:23] generateOTP.INFO: test [] []
[2020-06-25 16:08:27] generateOTP.INFO: test [] []
[2020-06-25 16:08:34] generateOTP.INFO: test [] []
[2020-06-25 16:09:10] generateOTP.INFO: test [] []
[2020-06-25 16:09:11] generateOTP.INFO: test [] []
[2020-06-25 16:09:52] generateOTP.INFO: test [] []
[2020-06-25 16:10:25] generateOTP.INFO: test [] []
[2020-06-25 16:10:39] generateOTP.INFO: test [] []
[2020-06-25 16:10:53] generateOTP.INFO: test [] []
[2020-06-25 16:10:55] generateOTP.INFO: test [] []
[2020-06-25 16:11:20] generateOTP.INFO: test [] []
[2020-06-25 16:11:20] generateOTP.INFO: test [] []
[2020-06-25 16:11:20] generateOTP.INFO: test [] []
[2020-06-25 16:12:10] generateOTP.INFO: test [] []
[2020-06-25 16:13:30] generateOTP.INFO: test [] []
[2020-06-25 16:13:35] generateOTP.INFO: test [] []
[2020-06-25 16:13:48] generateOTP.INFO: test [] []
[2020-06-25 16:16:44] generateOTP.INFO: test [] []
[2020-06-25 16:16:45] generateOTP.INFO: test [] []
[2020-06-25 16:16:46] generateOTP.INFO: test [] []
[2020-06-25 16:16:51] generateOTP.INFO: test [] []
[2020-06-25 16:16:51] generateOTP.INFO: test [] []
[2020-06-25 16:16:56] generateOTP.INFO: test [] []
[2020-06-25 16:16:57] generateOTP.INFO: test [] []
[2020-06-25 16:17:02] generateOTP.INFO: test [] []
[2020-06-25 16:17:03] generateOTP.INFO: test [] []
[2020-06-25 16:17:15] generateOTP.INFO: test [] []
[2020-06-25 16:17:48] generateOTP.INFO: test [] []
[2020-06-25 16:17:48] generateOTP.INFO: test [] []
[2020-06-25 16:17:52] generateOTP.INFO: test [] []
[2020-06-25 16:17:52] generateOTP.INFO: test [] []
[2020-06-25 16:19:31] generateOTP.INFO: test [] []
[2020-06-25 16:19:32] generateOTP.INFO: test [] []
[2020-06-25 16:21:03] generateOTP.INFO: test [] []
[2020-06-25 16:21:03] generateOTP.INFO: test [] []
[2020-06-25 16:21:10] generateOTP.INFO: test [] []
[2020-06-25 16:22:34] generateOTP.INFO: test [] []
[2020-06-25 16:22:36] generateOTP.INFO: test [] []
[2020-06-25 16:22:36] generateOTP.INFO: test [] []
[2020-06-25 16:23:03] generateOTP.INFO: test [] []
[2020-06-25 16:23:03] generateOTP.INFO: test [] []
[2020-06-25 16:35:00] generateOTP.INFO: test [] []
[2020-06-25 16:39:06] generateOTP.INFO: test [] []
[2020-06-25 16:39:31] generateOTP.INFO: test [] []
[2020-06-25 16:40:56] generateOTP.INFO: test [] []
[2020-06-25 16:43:06] generateOTP.INFO: test [] []
[2020-06-25 16:43:06] generateOTP.INFO: test [] []
[2020-06-25 16:43:07] generateOTP.INFO: test [] []
[2020-06-25 16:44:50] generateOTP.INFO: test [] []
[2020-06-25 16:44:50] generateOTP.INFO: test [] []
[2020-06-25 16:44:56] generateOTP.INFO: test [] []
[2020-06-25 16:45:18] generateOTP.INFO: test [] []
[2020-06-25 16:46:07] generateOTP.INFO: test [] []
[2020-06-25 16:46:08] generateOTP.INFO: test [] []
[2020-06-25 16:46:48] generateOTP.INFO: test [] []
[2020-06-25 16:47:04] generateOTP.INFO: test [] []
[2020-06-25 16:47:05] generateOTP.INFO: test [] []
[2020-06-25 16:47:26] generateOTP.INFO: test [] []
[2020-06-25 16:47:26] generateOTP.INFO: test [] []
[2020-06-25 16:47:32] generateOTP.INFO: test [] []
[2020-06-25 16:48:10] generateOTP.INFO: test [] []
[2020-06-25 16:48:10] generateOTP.INFO: test [] []
[2020-06-25 16:48:16] generateOTP.INFO: test [] []
[2020-06-25 16:49:18] generateOTP.INFO: test [] []
[2020-06-25 16:49:25] generateOTP.INFO: test [] []
[2020-06-25 17:01:27] generateOTP.INFO: test [] []
[2020-06-25 17:01:31] generateOTP.INFO: test [] []
[2020-06-25 17:02:33] generateOTP.INFO: test [] []
[2020-06-25 17:03:24] generateOTP.INFO: test [] []
[2020-06-25 17:03:36] generateOTP.INFO: test [] []
[2020-06-25 17:03:37] generateOTP.INFO: test [] []
[2020-06-25 17:05:49] generateOTP.INFO: test [] []
[2020-06-25 17:07:06] generateOTP.INFO: test [] []
[2020-06-25 17:09:32] generateOTP.INFO: test [] []
[2020-06-25 17:09:34] generateOTP.INFO: test [] []
[2020-06-25 17:09:37] generateOTP.INFO: test [] []
[2020-06-25 17:09:42] generateOTP.INFO: test [] []
[2020-06-25 17:11:41] generateOTP.INFO: test [] []
[2020-06-25 17:12:06] generateOTP.INFO: test [] []
[2020-06-25 17:12:12] generateOTP.INFO: test [] []
[2020-06-25 17:12:26] generateOTP.INFO: test [] []
[2020-06-25 17:12:59] generateOTP.INFO: test [] []
[2020-06-25 17:13:03] generateOTP.INFO: test [] []
[2020-06-25 17:13:55] generateOTP.INFO: test [] []
[2020-06-25 17:14:04] generateOTP.INFO: test [] []
[2020-06-25 17:17:23] generateOTP.INFO: test [] []
[2020-06-25 17:18:07] generateOTP.INFO: test [] []
[2020-06-25 17:18:09] generateOTP.INFO: test [] []
[2020-06-25 17:20:50] generateOTP.INFO: test [] []
[2020-06-25 17:20:52] generateOTP.INFO: test [] []
[2020-06-25 17:21:35] generateOTP.INFO: test [] []
[2020-06-25 17:22:20] generateOTP.INFO: test [] []
[2020-06-25 17:25:44] generateOTP.INFO: test [] []
[2020-06-25 17:25:50] generateOTP.INFO: test [] []
[2020-06-25 17:25:51] generateOTP.INFO: test [] []
[2020-06-25 17:26:33] generateOTP.INFO: test [] []
[2020-06-25 17:26:39] generateOTP.INFO: test [] []
[2020-06-25 17:26:49] generateOTP.INFO: test [] []
[2020-06-25 17:27:24] generateOTP.INFO: test [] []
[2020-06-25 17:29:13] generateOTP.INFO: test [] []
[2020-06-25 17:35:54] full_quote_request2.INFO: {"ClientCreation":{"Member_Customer_ID":"159306102111114","salutation":"Ms","firstName":"ghjgj","middleName":"","lastName":"kjkjkljl","dateofBirth":"06\/10\/1987","gender":"F","educationalQualification":null,"pinCode":"410210","uidNo":null,"maritalStatus":null,"nationality":"Indian","occupation":"O553","primaryEmailID":"hgfghf@test.com","contactMobileNo":"9946465445","stdLandlineNo":null,"panNo":null,"passportNumber":null,"contactPerson":null,"annualIncome":null,"remarks":null,"startDate":"2020-06-25","endDate":null,"IdProof":"Adhaar Card","residenceProof":null,"ageProof":null,"others":null,"homeAddressLine1":"jhkhjkh kj","homeAddressLine2":"","homeAddressLine3":"","homePinCode":"410210","homeArea":null,"homeContactMobileNo":null,"homeContactMobileNo2":null,"homeSTDLandlineNo":null,"homeFaxNo":null,"sameAsHomeAddress":"1","mailingAddressLine1":null,"mailingAddressLine2":null,"mailingAddressLine3":null,"mailingPinCode":null,"mailingArea":null,"mailingContactMobileNo":null,"mailingContactMobileNo2":null,"mailingSTDLandlineNo":null,"mailingSTDLandlineNo2":null,"mailingFaxNo":null,"bankAccountType":null,"bankAccountNo":null,"ifscCode":null,"GSTIN":null,"GSTRegistrationStatus":"Consumers","IsEIAavailable":"0","ApplyEIA":"0","EIAAccountNo":null,"EIAWith":"0","AccountType":null,"AddressProof":null,"DOBProof":null,"IdentityProof":null},"PolicyCreationRequest":{"Quotation_Number":"TS100035518","MasterPolicyNumber":"61-20-00025-00-00","GroupID":"GRP001","Product_Code":"4211","intermediaryCode":"2104703","AutoRenewal":"Y","intermediaryBranchCode":"10MHMUM01","agentSignatureDate":null,"Customer_Signature_Date":null,"businessSourceChannel":null,"AssignPolicy":"0","AssigneeName":null,"leadID":"1593079522","Source_Name":"AXIS_TELE","SPID":"0","TCN":null,"CRTNO":null,"RefCode1":"0","RefCode2":"069","Employee_Number":"620534","enumIsEmployeeDiscount":null,"QuoteDate":null,"IsPayment":"1","PaymentMode":null,"PolicyproductComponents":[{"PlanCode":"4211","SumInsured":"500000","SchemeCode":"4112000003"}]},"MemObj":{"Member":[{"MemberNo":1,"Salutation":"Mrs","First_Name":"ghjgj","Middle_Name":null,"Last_Name":"kjkjkljl","Gender":"F","DateOfBirth":"06\/10\/1987","Relation_Code":"R001","Marital_Status":null,"height":"0.00","weight":"0","occupation":"O553","PrimaryMember":"Y","MemberproductComponents":[{"PlanCode":"4211","MemberQuestionDetails":[{"QuestionCode":null,"Answer":null,"Remarks":null}]}],"MemberPED":[{"PEDCode":null,"Remarks":null}],"exactDiagnosis":null,"dateOfDiagnosis":null,"lastDateConsultation":null,"detailsOfTreatmentGiven":null,"doctorName":null,"hospitalName":null,"phoneNumberHosital":null,"Nominee_First_Name":"kjkjl","Nominee_Last_Name":"nkjlj","Nominee_Contact_Number":"","Nominee_Home_Address":null,"Nominee_Relationship_Code":"R009"}]},"ReceiptCreation":{"officeLocation":"Mumbai","modeOfEntry":"Direct","cdAcNo":null,"expiryDate":null,"payerType":"Customer","payerCode":null,"paymentBy":"Customer","paymentByName":null,"paymentByRelationship":null,"collectionAmount":7605,"collectionRcvdDate":"06\/25\/2020 10:56 AM","collectionMode":"online","remarks":null,"instrumentNumber":"pay_F6k12vhUe9nF55","instrumentDate":"2020-06-25","bankName":"HDFC","branchName":"0","bankLocation":null,"micrNo":null,"chequeType":null,"ifscCode":"0","PaymentGatewayName":"AXIS_NETB","TerminalID":"EuxJCz8cZV9V63","CardNo":null}} [] []
[2020-06-25 17:36:01] full_quote_reponse2.INFO: "<ns0:GHI_Res xmlns:ns0=\"http:\/\/ABHICL_NBP_QuickQuote_Schemas.GHI_Response\"><errorObj><ErrorNumber>00<\/ErrorNumber><ErrorMessage>Success<\/ErrorMessage><\/errorObj><policyDtls><TransactionReferenceNumber><\/TransactionReferenceNumber><QuotationNumber>TS100035658<\/QuotationNumber><CertificateNumber>GHI-TS-20-1000041<\/CertificateNumber><LetterURL>https:\/\/abpb.adityabirlahealth.com\/hbletter\/viewletter.aspx?ABH=47305&amp;TRM=GHI-TS-20-1000041<\/LetterURL><ClientID>1284517<\/ClientID><ProductName>Group Activ Health<\/ProductName><ProductCode>4211<\/ProductCode><LineOfBusiness>42<\/LineOfBusiness><startDate>6\/25\/2020 12:00:00 AM<\/startDate><EndDate>6\/24\/2021 12:00:00 AM<\/EndDate><PolicyNumber>61-20-00025-00-00<\/PolicyNumber><ProposalNumber>TS100035658<\/ProposalNumber><PolicyStatus>IF<\/PolicyStatus><Tenure>1<\/Tenure><stpFlag>0<\/stpFlag><COIUrl>Could not find file u0027c:windowssystem32inetsrvObject cannot be cast from DBNull to other typesu0027.<\/COIUrl><\/policyDtls><premium><BasePremium>6444.92<\/BasePremium><NetPremium>6444.92<\/NetPremium><GST>1160.09<\/GST><GrossPremium>7605.00<\/GrossPremium><\/premium><receiptObj><ReceiptNumber>R100181795<\/ReceiptNumber><ReceiptAmount>7605.00<\/ReceiptAmount><ExcessAmount>0.00<\/ExcessAmount><\/receiptObj><\/ns0:GHI_Res>" [] []
[2020-06-25 17:36:01] api_insert.INFO: {"emp_id":"620534","client_id":"1284517","certificate_number":"GHI-TS-20-1000041","quotation_no":"TS100035658","proposal_no":"TS100035658","policy_no":"61-20-00025-00-00","gross_premium":null,"status":"Success","start_date":"6\/25\/2020 12:00:00 AM","end_date":"6\/24\/2021 12:00:00 AM","created_date":"2020-06-25 17:36:01","proposal_no_lead":"P-202006250005","PolicyStatus":"IF","letter_url":"https:\/\/abpb.adityabirlahealth.com\/hbletter\/viewletter.aspx?ABH=47305&TRM=GHI-TS-20-1000041","type_login":""} [] []
[2020-06-25 17:40:15] generateOTP.INFO: test [] []
[2020-06-25 17:48:23] generateOTP.INFO: test [] []
[2020-06-25 17:48:23] generateOTP.INFO: test [] []
[2020-06-25 17:48:34] generateOTP.INFO: test [] []
[2020-06-25 17:48:42] generateOTP.INFO: test [] []
[2020-06-25 18:09:57] generateOTP.INFO: test [] []
[2020-06-25 18:10:36] generateOTP.INFO: test [] []
[2020-06-25 18:10:37] generateOTP.INFO: test [] []
[2020-06-25 18:10:43] generateOTP.INFO: test [] []
[2020-06-25 18:10:51] generateOTP.INFO: test [] []
[2020-06-25 18:11:03] generateOTP.INFO: test [] []
[2020-06-25 18:11:11] generateOTP.INFO: test [] []
[2020-06-25 18:11:14] generateOTP.INFO: test [] []
[2020-06-25 18:13:01] generateOTP.INFO: test [] []
[2020-06-25 18:13:10] generateOTP.INFO: test [] []
[2020-06-25 18:14:09] generateOTP.INFO: test [] []
[2020-06-25 18:14:51] generateOTP.INFO: test [] []
[2020-06-25 18:14:57] generateOTP.INFO: test [] []
[2020-06-25 18:16:55] generateOTP.INFO: test [] []
[2020-06-25 18:17:04] generateOTP.INFO: test [] []
[2020-06-25 18:17:22] generateOTP.INFO: test [] []
[2020-06-25 18:17:49] generateOTP.INFO: test [] []
[2020-06-25 18:18:16] generateOTP.INFO: test [] []
[2020-06-25 18:18:57] generateOTP.INFO: test [] []
[2020-06-25 18:23:08] generateOTP.INFO: test [] []
[2020-06-25 18:23:39] generateOTP.INFO: test [] []
[2020-06-25 18:25:25] generateOTP.INFO: test [] []
[2020-06-25 18:25:30] generateOTP.INFO: test [] []
[2020-06-25 18:25:44] generateOTP.INFO: test [] []
[2020-06-25 18:25:45] generateOTP.INFO: test [] []
[2020-06-25 18:26:26] generateOTP.INFO: test [] []
[2020-06-25 18:26:27] generateOTP.INFO: test [] []
[2020-06-25 18:27:12] generateOTP.INFO: test [] []
[2020-06-25 18:27:13] generateOTP.INFO: test [] []
[2020-06-25 18:27:19] generateOTP.INFO: test [] []
[2020-06-25 18:27:25] generateOTP.INFO: test [] []
[2020-06-25 18:27:40] generateOTP.INFO: test [] []
[2020-06-25 18:28:30] generateOTP.INFO: test [] []
[2020-06-25 18:28:35] generateOTP.INFO: test [] []
[2020-06-25 18:28:52] generateOTP.INFO: test [] []
[2020-06-25 18:28:52] generateOTP.INFO: test [] []
[2020-06-25 18:29:06] generateOTP.INFO: test [] []
[2020-06-25 18:29:09] generateOTP.INFO: test [] []
[2020-06-25 18:29:22] generateOTP.INFO: test [] []
[2020-06-25 18:31:15] generateOTP.INFO: test [] []
[2020-06-25 18:33:34] generateOTP.INFO: test [] []
[2020-06-25 18:33:42] generateOTP.INFO: test [] []
[2020-06-25 18:34:09] generateOTP.INFO: test [] []
[2020-06-25 18:34:27] generateOTP.INFO: test [] []
[2020-06-25 18:34:29] generateOTP.INFO: test [] []
[2020-06-25 18:34:55] generateOTP.INFO: test [] []
[2020-06-25 18:35:05] generateOTP.INFO: test [] []
[2020-06-25 18:35:17] generateOTP.INFO: test [] []
[2020-06-25 18:35:54] generateOTP.INFO: test [] []
[2020-06-25 18:35:59] generateOTP.INFO: test [] []
[2020-06-25 18:37:06] generateOTP.INFO: test [] []
[2020-06-25 18:38:50] generateOTP.INFO: test [] []
[2020-06-25 18:39:06] generateOTP.INFO: test [] []
[2020-06-25 18:39:09] generateOTP.INFO: test [] []
[2020-06-25 18:39:16] generateOTP.INFO: test [] []
[2020-06-25 18:41:04] generateOTP.INFO: test [] []
[2020-06-25 18:43:16] generateOTP.INFO: test [] []
[2020-06-25 18:44:15] generateOTP.INFO: test [] []
[2020-06-25 18:44:22] generateOTP.INFO: test [] []
[2020-06-25 18:45:35] generateOTP.INFO: test [] []
[2020-06-25 18:45:37] generateOTP.INFO: test [] []
[2020-06-25 18:45:43] generateOTP.INFO: test [] []
[2020-06-25 18:47:43] generateOTP.INFO: test [] []
[2020-06-25 18:48:02] generateOTP.INFO: test [] []
[2020-06-25 18:49:30] generateOTP.INFO: test [] []
[2020-06-25 18:55:20] generateOTP.INFO: test [] []
[2020-06-25 18:55:27] generateOTP.INFO: test [] []
[2020-06-25 18:55:30] generateOTP.INFO: test [] []
[2020-06-25 18:55:56] generateOTP.INFO: test [] []
[2020-06-25 18:58:09] generateOTP.INFO: test [] []
[2020-06-25 18:58:34] generateOTP.INFO: test [] []
[2020-06-25 18:59:46] generateOTP.INFO: test [] []
[2020-06-25 19:00:25] generateOTP.INFO: test [] []
[2020-06-25 19:01:07] generateOTP.INFO: test [] []
[2020-06-25 19:01:42] generateOTP.INFO: test [] []
[2020-06-25 19:08:32] generateOTP.INFO: test [] []
[2020-06-25 19:09:14] generateOTP.INFO: test [] []
[2020-06-25 19:09:15] generateOTP.INFO: test [] []
[2020-06-25 19:09:24] generateOTP.INFO: test [] []
[2020-06-25 19:09:36] generateOTP.INFO: test [] []
[2020-06-25 19:09:40] generateOTP.INFO: test [] []
[2020-06-25 19:09:48] generateOTP.INFO: test [] []
[2020-06-25 19:09:54] generateOTP.INFO: test [] []
[2020-06-25 19:10:07] generateOTP.INFO: test [] []
[2020-06-25 19:10:09] generateOTP.INFO: test [] []
[2020-06-25 19:10:17] generateOTP.INFO: test [] []
[2020-06-25 19:10:19] generateOTP.INFO: test [] []
[2020-06-25 19:10:45] generateOTP.INFO: test [] []
[2020-06-25 19:11:01] generateOTP.INFO: test [] []
[2020-06-25 19:11:04] generateOTP.INFO: test [] []
[2020-06-25 19:11:11] generateOTP.INFO: test [] []
[2020-06-25 19:11:17] generateOTP.INFO: test [] []
[2020-06-25 19:11:37] generateOTP.INFO: test [] []
[2020-06-25 19:11:46] generateOTP.INFO: test [] []
[2020-06-25 19:12:28] generateOTP.INFO: test [] []
[2020-06-25 19:13:00] generateOTP.INFO: test [] []
[2020-06-25 19:13:18] generateOTP.INFO: test [] []
[2020-06-25 19:20:05] generateOTP.INFO: test [] []
[2020-06-25 19:20:11] generateOTP.INFO: test [] []
[2020-06-25 19:20:14] generateOTP.INFO: test [] []
[2020-06-25 19:21:26] generateOTP.INFO: test [] []
[2020-06-25 19:21:38] generateOTP.INFO: test [] []
[2020-06-25 19:21:39] generateOTP.INFO: test [] []
[2020-06-25 19:31:48] generateOTP.INFO: test [] []
[2020-06-25 19:32:22] generateOTP.INFO: test [] []
[2020-06-25 19:32:32] generateOTP.INFO: test [] []
[2020-06-25 19:32:33] generateOTP.INFO: test [] []
[2020-06-25 19:32:44] generateOTP.INFO: test [] []
[2020-06-25 19:33:29] generateOTP.INFO: test [] []
[2020-06-25 19:33:31] generateOTP.INFO: test [] []
[2020-06-25 19:33:56] generateOTP.INFO: test [] []
[2020-06-25 19:35:47] generateOTP.INFO: test [] []
[2020-06-25 19:35:53] generateOTP.INFO: test [] []
[2020-06-25 19:36:53] generateOTP.INFO: test [] []
[2020-06-25 19:36:59] generateOTP.INFO: test [] []
[2020-06-25 19:37:59] generateOTP.INFO: test [] []
[2020-06-25 19:38:06] generateOTP.INFO: test [] []
[2020-06-25 19:40:54] generateOTP.INFO: test [] []
[2020-06-25 19:41:03] generateOTP.INFO: test [] []
[2020-06-25 19:41:34] generateOTP.INFO: test [] []
[2020-06-25 19:46:18] generateOTP.INFO: test [] []
[2020-06-25 19:46:28] generateOTP.INFO: test [] []
[2020-06-25 19:46:31] generateOTP.INFO: test [] []
[2020-06-25 19:47:04] generateOTP.INFO: test [] []
[2020-06-25 19:47:17] generateOTP.INFO: test [] []
[2020-06-25 19:47:19] generateOTP.INFO: test [] []
[2020-06-25 19:48:47] generateOTP.INFO: test [] []
[2020-06-25 19:49:13] generateOTP.INFO: test [] []
[2020-06-25 19:49:21] generateOTP.INFO: test [] []
[2020-06-25 19:49:45] generateOTP.INFO: test [] []
[2020-06-25 19:53:29] generateOTP.INFO: test [] []
[2020-06-25 19:53:29] generateOTP.INFO: test [] []
[2020-06-25 19:57:01] generateOTP.INFO: test [] []
